peg_x,peg_y,success
0.223498,0.106783,0
0.223498,0.106783,0
0.223498,0.106783,0
0.223498,0.106783,0
0.223498,0.106783,0
0.223498,0.106783,0
0.223498,0.106783,0
0.223498,0.106783,0
0.223498,0.106783,0
0.223498,0.106783,1
0.223498,0.106783,0
0.223498,0.106783,0
0.223498,0.106783,0
0.223498,0.106783,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,1
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,1
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,1
0.116340,0.013346,1
0.116340,0.013346,0
0.116340,0.013346,1
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,1
0.116340,0.013346,0
0.116340,0.013346,1
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.116340,0.013346,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,1
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,1
0.086494,-0.024402,0
0.086494,-0.024402,1
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,1
0.086494,-0.024402,0
0.086494,-0.024402,1
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,1
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.086494,-0.024402,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,1
0.251207,0.000388,1
0.251207,0.000388,1
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,1
0.251207,0.000388,1
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,1
0.251207,0.000388,0
0.251207,0.000388,1
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
0.251207,0.000388,0
