peg_x,peg_y,success,file,demo,radial,depth,upright
0.25121,0.00039,0,gen_skillgen_sart_failed.hdf5,demo_73,0.01066,0.01531,1.0000
0.25121,0.00039,0,gen_skillgen_sart_failed.hdf5,demo_74,0.01057,0.01595,0.6713
0.25121,0.00039,0,gen_skillgen_sart_failed.hdf5,demo_75,0.01046,0.01629,0.6264
0.25121,0.00039,0,gen_skillgen_sart_failed.hdf5,demo_76,0.01079,0.01502,0.7281
0.25121,0.00039,0,gen_skillgen_sart_failed.hdf5,demo_77,0.01584,0.00955,0.7573
0.25121,0.00039,0,gen_skillgen_sart_failed.hdf5,demo_78,0.09354,0.00000,-0.0000
0.25121,0.00039,0,gen_skillgen_sart_failed.hdf5,demo_79,0.01597,0.00972,0.8339
0.22371,-0.08085,0,gen_skillgen_sart_failed.hdf5,demo_8,0.01064,0.01560,0.7032
0.25121,0.00039,0,gen_skillgen_sart_failed.hdf5,demo_80,0.09349,0.00000,-0.0000
0.25121,0.00039,0,gen_skillgen_sart_failed.hdf5,demo_81,0.09559,0.00000,0.0000
0.25121,0.00039,0,gen_skillgen_sart_failed.hdf5,demo_82,0.09590,0.00000,-0.0000
0.25121,0.00039,0,gen_skillgen_sart_failed.hdf5,demo_83,0.07195,0.00000,-0.9470
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_84,0.09628,0.00000,-0.0000
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_85,0.01095,0.01635,0.9984
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_86,0.01479,-0.00004,0.9997
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_87,0.00436,0.01292,0.9998
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_88,0.01553,0.01013,0.8497
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_89,0.01060,0.01567,1.0000
0.22371,-0.08085,0,gen_skillgen_sart_failed.hdf5,demo_9,0.01082,0.00513,0.9615
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_90,0.01038,0.01645,0.6073
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_91,0.01128,0.01450,0.7310
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_92,0.00628,0.01001,0.9995
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_93,0.09801,0.00000,0.0000
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_94,0.01125,0.01590,0.9972
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_95,0.09551,0.00000,-0.0000
0.11910,0.01123,0,gen_skillgen_sart_failed.hdf5,demo_96,0.07123,0.00000,-0.9700
0.24835,0.04778,0,gen_skillgen_sart_failed.hdf5,demo_97,0.06822,0.00000,-0.0000
0.24835,0.04778,0,gen_skillgen_sart_failed.hdf5,demo_98,0.01101,0.01530,0.6925
0.24835,0.04778,0,gen_skillgen_sart_failed.hdf5,demo_99,0.06367,0.00000,-0.0362
