peg_x,peg_y,success,file,demo,radial,depth,upright
0.11305,0.02629,0,gen_skillgen_failed.hdf5,demo_239,0.07743,0.00000,0.9813
0.19924,-0.07580,0,gen_skillgen_failed.hdf5,demo_24,0.20947,0.00000,0.9999
0.24251,0.10634,0,gen_skillgen_failed.hdf5,demo_240,0.10468,0.00000,-0.0000
0.18299,0.05368,0,gen_skillgen_failed.hdf5,demo_241,0.07403,0.00000,-0.9814
0.24886,-0.06651,0,gen_skillgen_failed.hdf5,demo_242,0.23188,0.00000,1.0000
0.13813,-0.03153,0,gen_skillgen_failed.hdf5,demo_243,0.18879,0.00000,0.9945
0.15767,0.05850,0,gen_skillgen_failed.hdf5,demo_244,0.11933,0.00000,0.9762
0.16106,-0.04633,0,gen_skillgen_failed.hdf5,demo_245,0.07098,0.00000,0.0000
0.25166,0.01585,0,gen_skillgen_failed.hdf5,demo_246,0.02074,0.00000,0.1930
0.16538,-0.02962,0,gen_skillgen_failed.hdf5,demo_247,0.06824,0.00000,-0.9943
0.09128,-0.00868,0,gen_skillgen_failed.hdf5,demo_248,0.10311,0.00000,0.0000
0.21162,-0.08617,0,gen_skillgen_failed.hdf5,demo_249,0.00954,0.00641,0.9524
0.13792,-0.04384,0,gen_skillgen_failed.hdf5,demo_25,0.16346,0.00000,0.9994
0.24104,-0.10820,0,gen_skillgen_failed.hdf5,demo_250,0.06377,0.00000,-0.0439
0.17987,0.00436,0,gen_skillgen_failed.hdf5,demo_251,0.12936,0.00000,0.9999
0.15497,-0.04910,0,gen_skillgen_failed.hdf5,demo_252,0.01063,0.01568,0.6944
0.08228,-0.01015,0,gen_skillgen_failed.hdf5,demo_253,0.14879,0.00000,0.8401
0.19957,-0.11311,0,gen_skillgen_failed.hdf5,demo_254,0.02042,0.00000,0.0253
0.22097,0.06589,0,gen_skillgen_failed.hdf5,demo_255,0.13652,0.00000,0.9896
0.23263,0.04857,0,gen_skillgen_failed.hdf5,demo_256,0.01572,0.00869,0.8665
0.20655,0.07996,0,gen_skillgen_failed.hdf5,demo_257,0.16882,0.00000,0.0000
0.25484,0.04056,0,gen_skillgen_failed.hdf5,demo_258,0.06523,0.00000,-0.9966
0.14052,-0.01582,0,gen_skillgen_failed.hdf5,demo_259,0.00657,0.00952,1.0000
0.18514,-0.02123,0,gen_skillgen_failed.hdf5,demo_26,0.13613,0.00000,-0.0000
0.19195,0.03287,0,gen_skillgen_failed.hdf5,demo_260,0.01062,0.00027,0.9898
0.19947,0.05357,0,gen_skillgen_failed.hdf5,demo_261,0.06951,0.00000,-0.9971
0.22392,-0.02165,0,gen_skillgen_failed.hdf5,demo_262,0.18203,0.00000,0.9999
0.14300,-0.06528,0,gen_skillgen_failed.hdf5,demo_263,0.01298,-0.00004,1.0000
0.13334,-0.02708,0,gen_skillgen_failed.hdf5,demo_264,0.11810,0.00000,0.8056
0.14691,-0.01246,0,gen_skillgen_failed.hdf5,demo_265,0.00745,0.00856,1.0000
0.21490,-0.06795,0,gen_skillgen_failed.hdf5,demo_266,0.22010,0.00000,0.9994
0.16049,0.03716,0,gen_skillgen_failed.hdf5,demo_267,0.01111,0.01569,0.6446
0.12667,-0.07741,0,gen_skillgen_failed.hdf5,demo_268,0.18675,0.00000,0.9931
0.24500,0.01819,0,gen_skillgen_failed.hdf5,demo_269,0.16869,0.00000,0.9658
0.17946,0.02094,0,gen_skillgen_failed.hdf5,demo_27,0.11510,0.00000,0.9969
0.13157,-0.03217,0,gen_skillgen_failed.hdf5,demo_270,0.00599,0.01043,0.9999
0.18357,-0.05940,0,gen_skillgen_failed.hdf5,demo_271,0.17937,0.00000,1.0000
0.16916,-0.10349,0,gen_skillgen_failed.hdf5,demo_272,0.22849,0.00000,0.9968
0.09505,0.01433,0,gen_skillgen_failed.hdf5,demo_273,0.08005,0.00000,0.1323
0.20677,0.11919,0,gen_skillgen_failed.hdf5,demo_274,0.01061,0.01571,0.6925
0.15000,-0.05188,0,gen_skillgen_failed.hdf5,demo_275,0.01071,0.01409,0.7773
0.10463,-0.03112,0,gen_skillgen_failed.hdf5,demo_276,0.00529,0.01226,0.9876
0.16177,0.04873,0,gen_skillgen_failed.hdf5,demo_277,0.09763,0.00000,0.9296
0.08588,-0.10638,0,gen_skillgen_failed.hdf5,demo_278,0.20829,0.00000,1.0000
0.22816,0.01208,0,gen_skillgen_failed.hdf5,demo_279,0.09279,0.00000,0.0000
0.17508,-0.06464,0,gen_skillgen_failed.hdf5,demo_28,0.01121,0.01602,0.9973
0.15341,0.04847,0,gen_skillgen_failed.hdf5,demo_29,0.08581,0.00000,0.9990
0.21078,0.04743,0,gen_skillgen_failed.hdf5,demo_3,0.01039,0.01649,0.6000
0.21997,-0.11732,0,gen_skillgen_failed.hdf5,demo_30,0.00899,0.00689,0.9474
0.22386,-0.06674,0,gen_skillgen_failed.hdf5,demo_31,0.05416,0.00000,0.9790
0.24678,0.05573,0,gen_skillgen_failed.hdf5,demo_32,0.01048,0.01622,0.6408
0.22550,-0.05172,0,gen_skillgen_failed.hdf5,demo_33,0.01137,0.00727,0.9134
0.13280,-0.04205,0,gen_skillgen_failed.hdf5,demo_34,0.06225,0.00000,-0.0467
0.19047,-0.05788,0,gen_skillgen_failed.hdf5,demo_35,0.04980,0.00000,0.9977
0.25946,-0.05095,0,gen_skillgen_failed.hdf5,demo_36,0.01614,0.00000,0.8406
0.11644,-0.03575,0,gen_skillgen_failed.hdf5,demo_37,0.15232,0.00000,0.9965
0.20329,-0.02807,0,gen_skillgen_failed.hdf5,demo_38,0.14505,0.00000,-0.0000
0.23708,-0.11336,0,gen_skillgen_failed.hdf5,demo_39,0.01064,0.01651,0.9996
